fdc_id,description,carbs_g,calories,protein_g,fat_g
335825,"Beans, Dry, Black, 583 (0% moisture)",,,24.7,1.44
335826,"Beans, Dry, Black, 269 (0% moisture)",,,23.7,1.53
335827,"Beans, Dry, Black, 566 (0% moisture)",,,24.3,1.45
335828,"Beans, Dry, Black, 296 (0% moisture)",,,24.9,1.34
335829,"Beans, Dry, Black, 611 (0% moisture)",,,25.8,1.18
335830,"Beans, Dry, Black, 276 (0% moisture)",,,24.4,1.54
335831,"Beans, Dry, Black, 624 (0% moisture)",,,24.8,1.4
335832,"Beans, Dry, Black, 303 (0% moisture)",,,23.6,1.57
335833,"Beans, Dry, Black, 617 (0% moisture)",,,23.9,1.41
335834,"Beans, Dry, Black, 221 (0% moisture)",,,25.3,1.68
335835,"Beans, Dry, Black, 602 (0% moisture)",,,25.0,1.57
335836,"Beans, Dry, Black, 305 (0% moisture)",,,23.9,1.96
335837,"Beans, Dry, Black, 553 (0% moisture)",,,25.4,1.7
335838,"Beans, Dry, Black, 304 (0% moisture)",,,24.4,1.92
335839,"Beans, Dry, Black, 601 (0% moisture)",,,25.8,1.91
335840,"Beans, Dry, Black, 274 (0% moisture)",,,24.0,1.33
335841,"Beans, Dry, Black, 526 (0% moisture)",,,24.0,1.26
335842,"Beans, Dry, Black, 232 (0% moisture)",,,23.7,1.4
335843,"Beans, Dry, Black, 534 (0% moisture)",,,23.3,1.41
335844,"Beans, Dry, Black, 219 (0% moisture)",,,21.4,1.64
335845,"Beans, Dry, Black, 580 (0% moisture)",,,23.1,1.4
335846,"Beans, Dry, Black, 254 (0% moisture)",,,22.9,1.55
335847,"Beans, Dry, Black, 542 (0% moisture)",,,24.0,1.42
335848,"Beans, Dry, Black, 424 (0% moisture)",,,23.9,1.49
335849,"Beans, Dry, Black, 267 (0% moisture)",,,24.3,1.43
335850,"Beans, Dry, Black, 767 (0% moisture)",,,24.8,1.32
335851,"Beans, Dry, Black, 569 (0% moisture)",,,24.5,1.38
335852,"Beans, Dry, Black, 249 (0% moisture)",,,24.8,1.62
335853,"Beans, Dry, Black, 590 (0% moisture)",,,25.6,1.53
335854,"Beans, Dry, Black, 282 (0% moisture)",,,23.1,1.44
335855,"Beans, Dry, Black, 597 (0% moisture)",,,25.4,1.28
335856,"Beans, Dry, Black, 247 (0% moisture)",,,24.4,1.26
335857,"Beans, Dry, Black, 619 (0% moisture)",,,26.2,1.18
335858,"Beans, Dry, Black, 222 (0% moisture)",,,21.7,1.75
335859,"Beans, Dry, Black, 608 (0% moisture)",,,23.5,1.68
335860,"Beans, Dry, Black, 225 (0% moisture)",,,23.7,1.26
335861,"Beans, Dry, Black, 573 (0% moisture)",,,25.4,1.14
335862,"Beans, Dry, Black, 248 (0% moisture)",,,22.6,1.86
335863,"Beans, Dry, Black, 607 (0% moisture)",,,23.9,1.78
335864,"Beans, Dry, Black, 223 (0% moisture)",,,23.0,1.78
335865,"Beans, Dry, Black, 522 (0% moisture)",,,23.5,1.79
335866,"Beans, Dry, Black, 314 (0% moisture)",,,21.8,1.57
335867,"Beans, Dry, Black, 531 (0% moisture)",,,21.6,1.57
335868,"Beans, Dry, Black, 215 (0% moisture)",,,23.7,2.0
335869,"Beans, Dry, Black, 615 (0% moisture)",,,25.1,1.86
335870,"Beans, Dry, Black, 310 (0% moisture)",,,24.8,2.01
335871,"Beans, Dry, Black, 536 (0% moisture)",,,23.5,1.97
335872,"Beans, Dry, Black, 318 (0% moisture)",,,23.6,1.58
335873,"Beans, Dry, Black, 537 (0% moisture)",,,23.4,1.69
335874,"Beans, Dry, Black, 271 (0% moisture)",,,25.6,1.44
335875,"Beans, Dry, Black, 545 (0% moisture)",,,24.4,1.38
335876,"Beans, Dry, Black, 278 (0% moisture)",,,25.6,1.68
335877,"Beans, Dry, Black, 552 (0% moisture)",,,25.5,1.68
335878,"Beans, Dry, Black, 266 (0% moisture)",,,25.9,1.41
335879,"Beans, Dry, Black, 550 (0% moisture)",,,25.0,1.31
335880,"Beans, Dry, Black, 288 (0% moisture)",,,24.4,1.44
335881,"Beans, Dry, Black, 572 (0% moisture)",,,25.8,1.33
335882,"Beans, Dry, Black, 301 (0% moisture)",,,25.0,1.01
335883,"Beans, Dry, Black, 575 (0% moisture)",,,26.8,0.93
335884,"Beans, Dry, Black, 259 (0% moisture)",,,24.7,1.72
335885,"Beans, Dry, Black, 610 (0% moisture)",,,26.3,1.46
335886,"Beans, Dry, Black, 395 (0% moisture)",,,22.2,1.72
335887,"Beans, Dry, Black, 258 (0% moisture)",,,22.1,1.71
335888,"Beans, Dry, Black, 707 (0% moisture)",,,23.3,1.59
335889,"Beans, Dry, Black, 562 (0% moisture)",,,22.3,1.63
335890,"Beans, Dry, Black, 227 (0% moisture)",,,22.0,1.6
335891,"Beans, Dry, Black, 620 (0% moisture)",,,24.6,1.47
335892,"Beans, Dry, Black, 214 (0% moisture)",,,23.5,1.76
335893,"Beans, Dry, Black, 547 (0% moisture)",,,25.4,1.57
335894,"Beans, Dry, Black, 263 (0% moisture)",,,25.0,1.45
335895,"Beans, Dry, Black, 570 (0% moisture)",,,26.3,1.28
335896,"Beans, Dry, Black, 251 (0% moisture)",,,24.4,1.74
335897,"Beans, Dry, Black, 592 (0% moisture)",,,26.1,1.57
335898,"Beans, Dry, Black, 238 (0% moisture)",,,26.0,1.49
335899,"Beans, Dry, Black, 528 (0% moisture)",,,25.9,1.42
335900,"Beans, Dry, Black, 273 (0% moisture)",,,25.1,1.64
335901,"Beans, Dry, Black, 529 (0% moisture)",,,24.2,1.64
335902,"Beans, Dry, Black, 472 (0% moisture)",,,25.4,1.28
335903,"Beans, Dry, Black, 753 (0% moisture)",,,25.8,1.31
335904,"Beans, Dry, Black, 286 (0% moisture)",,,23.1,1.46
335905,"Beans, Dry, Black, 596 (0% moisture)",,,24.9,1.23
335906,"Beans, Dry, Black, 297 (0% moisture)",,,23.5,1.53
335907,"Beans, Dry, Black, 600 (0% moisture)",,,24.0,1.5
335908,"Beans, Dry, Black, 317 (0% moisture)",,,21.7,0.98
335909,"Beans, Dry, Black, 625 (0% moisture)",,,22.8,0.96
335910,"Beans, Dry, Black, 291 (0% moisture)",,,25.1,1.78
335911,"Beans, Dry, Black, 574 (0% moisture)",,,25.2,1.83
335912,"Beans, Dry, Black (0% moisture)",,,24.4,1.45
335913,"Beans, Dry, Small White, 11F-8057 (0% moisture)",,,25.9,1.16
335914,"Beans, Dry, Small White, 11F-8160 (0% moisture)",,,26.2,1.06
335915,"Beans, Dry, Small White, 239 (0% moisture)",,,24.0,1.43
335916,"Beans, Dry, Small White, 571 (0% moisture)",,,25.7,1.44
335917,"Beans, Dry, Small White, 272 (0% moisture)",,,26.3,1.48
335918,"Beans, Dry, Small White, 618 (0% moisture)",,,25.7,1.43
335919,"Beans, Dry, Small White, 265 (0% moisture)",,,21.7,1.32
335920,"Beans, Dry, Small White, 527 (0% moisture)",,,22.3,1.19
335921,"Beans, Dry, Small White, 309 (0% moisture)",,,25.6,1.27
335922,"Beans, Dry, Small White, 549 (0% moisture)",,,24.8,1.24
335923,"Beans, Dry, Small White, 285 (0% moisture)",,,23.8,1.1
335924,"Beans, Dry, Small White, 544 (0% moisture)",,,23.5,1.02
335925,"Beans, Dry, Small White, 275 (0% moisture)",,,23.8,1.6
335926,"Beans, Dry, Small White, 564 (0% moisture)",,,23.6,1.72
335927,"Beans, Dry, Small White (0% moisture)",,,24.5,1.32
335928,"Beans, Dry, Red, 345 (0% moisture)",,,21.3,1.19
335929,"Beans, Dry, Red, 645 (0% moisture)",,,21.2,1.13
335930,"Beans, Dry, Red (0% moisture)",,,21.3,1.16
335931,"Beans, Dry, Great Northern, 11F-8063 (0% moisture)",,,24.2,1.29
335932,"Beans, Dry, Great Northern, 11F-8128 (0% moisture)",,,23.6,1.15
335933,"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",,,24.2,1.41
335934,"Beans, Dry, Great Northern, 11F-8163 (0% moisture)",,,24.2,1.41
335935,"Beans, Dry, Great Northern, 11F-8087 (0% moisture)",,,26.6,1.28
335936,"Beans, Dry, Great Northern, 11F-8145 (0% moisture)",,,26.6,1.09
335937,"Beans, Dry, Great Northern, 11F-8025 (0% moisture)",,,26.4,1.6
335938,"Beans, Dry, Great Northern, 11F-8141 (0% moisture)",,,26.6,1.31
335939,"Beans, Dry, Great Northern, 11F-8097 (0% moisture)",,,23.7,1.06
335940,"Beans, Dry, Great Northern, 11F-8194 (0% moisture)",,,23.4,1.14
335941,"Beans, Dry, Great Northern, 11F-8053 (0% moisture)",,,23.8,1.1
335942,"Beans, Dry, Great Northern, 11F-8155 (0% moisture)",,,24.5,1.41
335943,"Beans, Dry, Great Northern, 11F-8052 (0% moisture)",,,24.2,1.23
335944,"Beans, Dry, Great Northern, 11F-8134 (0% moisture)",,,25.0,1.41
335945,"Beans, Dry, Great Northern, 11F-8051 (0% moisture)",,,24.9,1.08
335946,"Beans, Dry, Great Northern, 11F-8113 (0% moisture)",,,24.6,1.24
335947,"Beans, Dry, Great Northern, 11F-8093 (0% moisture)",,,24.4,1.2
335948,"Beans, Dry, Great Northern, 11F-8110 (0% moisture)",,,24.1,1.14
335949,"Beans, Dry, Great Northern, 11F-8060 (0% moisture)",,,25.4,1.09
335950,"Beans, Dry, Great Northern, 11F-8184 (0% moisture)",,,23.2,1.29
335951,"Beans, Dry, Great Northern, 11F-8090 (0% moisture)",,,23.2,1.03
335952,"Beans, Dry, Great Northern, 11F-8152 (0% moisture)",,,23.6,1.37
335953,"Beans, Dry, Great Northern, 11F-8085 (0% moisture)",,,24.4,1.09
335954,"Beans, Dry, Great Northern, 11F-8192 (0% moisture)",,,23.7,1.02
335955,"Beans, Dry, Great Northern, 11F-8010 (0% moisture)",,,23.1,1.36
335956,"Beans, Dry, Great Northern, 11F-8185 (0% moisture)",,,24.0,1.26
335957,"Beans, Dry, Great Northern, 11F-8068 (0% moisture)",,,24.0,1.13
335958,"Beans, Dry, Great Northern, 11F-8172 (0% moisture)",,,23.6,1.23
335959,"Beans, Dry, Great Northern, 11F-8067 (0% moisture)",,,24.4,1.17
335960,"Beans, Dry, Great Northern, 11F-8125 (0% moisture)",,,25.3,0.93
335961,"Beans, Dry, Great Northern, 11F-8008 (0% moisture)",,,23.5,1.47
335962,"Beans, Dry, Great Northern, 11F-8171 (0% moisture)",,,24.1,1.12
335963,"Beans, Dry, Great Northern, 11F-8092 (0% moisture)",,,24.2,1.1
335964,"Beans, Dry, Great Northern, 11F-8138 (0% moisture)",,,24.4,1.1
335965,"Beans, Dry, Great Northern, 11F-8077 (0% moisture)",,,25.5,1.16
335966,"Beans, Dry, Great Northern, 11F-8139 (0% moisture)",,,26.4,1.28
335967,"Beans, Dry, Great Northern, 441 (0% moisture)",,,25.5,1.37
335968,"Beans, Dry, Great Northern, 648 (0% moisture)",,,24.9,1.38
335969,"Beans, Dry, Great Northern, 446 (0% moisture)",,,31.6,1.19
335970,"Beans, Dry, Great Northern, 726 (0% moisture)",,,28.7,1.24
335971,"Beans, Dry, Great Northern, 235 (0% moisture)",,,28.6,1.32
335972,"Beans, Dry, Great Northern, 579 (0% moisture)",,,30.5,1.21
335973,"Beans, Dry, Great Northern, 306 (0% moisture)",,,26.1,1.43
335974,"Beans, Dry, Great Northern, 594 (0% moisture)",,,28.1,1.22
335975,"Beans, Dry, Great Northern, 423 (0% moisture)",,,23.2,1.12
335976,"Beans, Dry, Great Northern, 651 (0% moisture)",,,22.3,1.1
335977,"Beans, Dry, Great Northern, 315 (0% moisture)",,,28.3,1.36
335978,"Beans, Dry, Great Northern, 581 (0% moisture)",,,29.4,1.27
335979,"Beans, Dry, Great Northern, 396 (0% moisture)",,,21.9,1.47
335980,"Beans, Dry, Great Northern, 778 (0% moisture)",,,22.0,1.48
335981,"Beans, Dry, Great Northern, 406 (0% moisture)",,,25.8,1.32
335982,"Beans, Dry, Great Northern, 688 (0% moisture)",,,25.0,1.33
335983,"Beans, Dry, Great Northern, 384 (0% moisture)",,,22.3,1.17
335984,"Beans, Dry, Great Northern, 644 (0% moisture)",,,21.8,1.27
335985,"Beans, Dry, Great Northern, 380 (0% moisture)",,,23.7,1.17
335986,"Beans, Dry, Great Northern, 748 (0% moisture)",,,24.7,1.25
335987,"Beans, Dry, Great Northern, 392 (0% moisture)",,,23.9,1.12
335988,"Beans, Dry, Great Northern, 658 (0% moisture)",,,23.3,1.3
335989,"Beans, Dry, Great Northern, 363 (0% moisture)",,,23.3,1.18
335990,"Beans, Dry, Great Northern, 792 (0% moisture)",,,23.6,1.24
335991,"Beans, Dry, Great Northern, 339 (0% moisture)",,,22.3,1.22
335992,"Beans, Dry, Great Northern, 713 (0% moisture)",,,23.0,1.32
335993,"Beans, Dry, Great Northern, 346 (0% moisture)",,,22.7,1.35
335994,"Beans, Dry, Great Northern, 780 (0% moisture)",,,26.6,1.33
335995,"Beans, Dry, Great Northern, 460 (0% moisture)",,,23.4,1.1
335996,"Beans, Dry, Great Northern, 672 (0% moisture)",,,22.5,1.14
335997,"Beans, Dry, Great Northern, 385 (0% moisture)",,,23.8,1.19
335998,"Beans, Dry, Great Northern, 788 (0% moisture)",,,22.6,1.26
335999,"Beans, Dry, Great Northern, 429 (0% moisture)",,,24.4,1.03
336000,"Beans, Dry, Great Northern, 789 (0% moisture)",,,24.0,1.1
336001,"Beans, Dry, Great Northern, 514 (0% moisture)",,,23.8,1.11
336002,"Beans, Dry, Great Northern, 730 (0% moisture)",,,23.1,1.15
336003,"Beans, Dry, Great Northern, 501 (0% moisture)",,,24.8,1.04
336004,"Beans, Dry, Great Northern, 638 (0% moisture)",,,24.1,1.11
336005,"Beans, Dry, Great Northern, 474 (0% moisture)",,,24.8,1.16
336006,"Beans, Dry, Great Northern, 790 (0% moisture)",,,26.8,1.16
336007,"Beans, Dry, Great Northern, 402 (0% moisture)",,,24.6,1.28
336008,"Beans, Dry, Great Northern, 822 (0% moisture)",,,26.8,1.24
336009,"Beans, Dry, Great Northern, 350 (0% moisture)",,,26.8,1.44
336010,"Beans, Dry, Great Northern, 828 (0% moisture)",,,28.8,1.36
336011,"Beans, Dry, Great Northern, 375 (0% moisture)",,,24.3,1.04
336012,"Beans, Dry, Great Northern, 662 (0% moisture)",,,24.8,1.1
336013,"Beans, Dry, Great Northern, 337 (0% moisture)",,,22.4,1.11
336014,"Beans, Dry, Great Northern, 656 (0% moisture)",,,21.8,1.08
336015,"Beans, Dry, Great Northern, 467 (0% moisture)",,,22.6,1.06
336016,"Beans, Dry, Great Northern, 824 (0% moisture)",,,24.5,1.06
336017,"Beans, Dry, Great Northern, 507 (0% moisture)",,,25.7,1.15
336018,"Beans, Dry, Great Northern, 826 (0% moisture)",,,27.1,1.08
336019,"Beans, Dry, Great Northern, 327 (0% moisture)",,,23.4,1.38
336020,"Beans, Dry, Great Northern, 675 (0% moisture)",,,24.7,1.42
336021,"Beans, Dry, Great Northern, 401 (0% moisture)",,,23.8,1.22
336022,"Beans, Dry, Great Northern, 742 (0% moisture)",,,24.1,1.26
336023,"Beans, Dry, Great Northern, 518 (0% moisture)",,,25.4,1.33
336024,"Beans, Dry, Great Northern, 666 (0% moisture)",,,22.4,1.45
336025,"Beans, Dry, Great Northern, 457 (0% moisture)",,,24.7,1.3
336026,"Beans, Dry, Great Northern, 818 (0% moisture)",,,26.2,1.36
336027,"Beans, Dry, Great Northern, 293 (0% moisture)",,,23.4,1.31
336028,"Beans, Dry, Great Northern, 412 (0% moisture)",,,22.0,1.38
336029,"Beans, Dry, Great Northern, 616 (0% moisture)",,,25.2,1.22
336030,"Beans, Dry, Great Northern, 689 (0% moisture)",,,23.2,1.33
336031,"Beans, Dry, Great Northern, 387 (0% moisture)",,,23.5,1.15
336032,"Beans, Dry, Great Northern, 766 (0% moisture)",,,24.3,1.24
336033,"Beans, Dry, Great Northern, 519 (0% moisture)",,,25.2,1.29
336034,"Beans, Dry, Great Northern, 768 (0% moisture)",,,24.9,1.28
336035,"Beans, Dry, Great Northern, 418 (0% moisture)",,,25.9,1.35
336036,"Beans, Dry, Great Northern, 637 (0% moisture)",,,24.2,1.41
336037,"Beans, Dry, Great Northern, 495 (0% moisture)",,,26.6,1.29
336038,"Beans, Dry, Great Northern, 680 (0% moisture)",,,25.2,1.3
336039,"Beans, Dry, Great Northern, 335 (0% moisture)",,,23.2,1.38
336040,"Beans, Dry, Great Northern, 763 (0% moisture)",,,25.8,1.27
336041,"Beans, Dry, Great Northern, 364 (0% moisture)",,,23.3,1.15
336042,"Beans, Dry, Great Northern, 683 (0% moisture)",,,24.3,1.12
336043,"Beans, Dry, Great Northern, 379 (0% moisture)",,,23.1,1.23
336044,"Beans, Dry, Great Northern, 655 (0% moisture)",,,23.0,1.25
336045,"Beans, Dry, Great Northern, 434 (0% moisture)",,,25.4,1.11
336046,"Beans, Dry, Great Northern, 716 (0% moisture)",,,25.6,1.14
336047,"Beans, Dry, Great Northern, 341 (0% moisture)",,,23.1,1.39
336048,"Beans, Dry, Great Northern, 697 (0% moisture)",,,27.0,1.32
336049,"Beans, Dry, Great Northern, 438 (0% moisture)",,,24.5,1.4
336050,"Beans, Dry, Great Northern, 706 (0% moisture)",,,25.8,1.17
336051,"Beans, Dry, Great Northern, 449 (0% moisture)",,,21.5,1.27
336052,"Beans, Dry, Great Northern, 741 (0% moisture)",,,23.5,1.12
336053,"Beans, Dry, Great Northern, 407 (0% moisture)",,,23.5,1.5
336054,"Beans, Dry, Great Northern, 723 (0% moisture)",,,24.2,1.32
336055,"Beans, Dry, Great Northern, 447 (0% moisture)",,,25.3,1.22
336056,"Beans, Dry, Great Northern, 827 (0% moisture)",,,28.6,1.16
336057,"Beans, Dry, Great Northern, 458 (0% moisture)",,,26.3,1.16
336058,"Beans, Dry, Great Northern, 693 (0% moisture)",,,24.8,1.19
336059,"Beans, Dry, Great Northern, 415 (0% moisture)",,,25.9,1.3
336060,"Beans, Dry, Great Northern, 762 (0% moisture)",,,26.1,1.25
336061,"Beans, Dry, Great Northern, 453 (0% moisture)",,,25.6,1.25
336062,"Beans, Dry, Great Northern, 777 (0% moisture)",,,25.9,1.2
336063,"Beans, Dry, Great Northern, 485 (0% moisture)",,,25.6,1.16
336064,"Beans, Dry, Great Northern, 800 (0% moisture)",,,25.1,1.33
336065,"Beans, Dry, Great Northern, 444 (0% moisture)",,,23.8,1.4
336066,"Beans, Dry, Great Northern, 694 (0% moisture)",,,26.4,1.32
336067,"Beans, Dry, Great Northern (0% moisture)",,,24.7,1.24
746758,"Beef, loin, tenderloin roast, separable lean only, boneless, trimmed to 0"" fat, select, cooked, roasted",0.0,455.5,27.7,6.36
746759,"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",0.0,401.5,22.8,6.39
746760,"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,317.0,23.4,2.48
746761,"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, raw",0.0,318.5,23.7,2.41
746762,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",0.0,375.5,22.7,5.32
746763,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",0.0,568.5,27.3,11.4
746764,"Carrots, frozen, unprepared",7.92,95.0,0.81,0.47
746765,"Cheese, dry white, queso seco",2.07,843.0,24.5,24.3
746766,"Cheese, ricotta, whole milk",6.86,407.0,7.81,11.0
746767,"Cheese, swiss",1.44,1016.5,27.0,31.0
746768,"Figs, dried, uncooked",63.9,644.5,3.3,0.92
746769,"Lettuce, cos or romaine, raw",3.24,43.5,1.24,0.26
746770,"Melons, cantaloupe, raw",8.16,87.5,0.82,0.18
746771,"Oranges, raw, navels",11.8,121.5,0.91,0.15
746772,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",5.18,111.0,3.38,0.95
746773,"Pears, raw, bartlett",15.1,147.5,0.38,0.16
746774,"Restaurant, Chinese, sweet and sour pork",25.5,675.0,8.88,13.6
746776,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",4.92,89.0,3.43,0.08
746777,"Sauce, salsa, ready-to-serve",6.74,75.5,1.44,0.19
746778,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",4.9,129.5,3.36,1.9
746779,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",3.37,849.0,13.3,28.7
746780,"Sausage, Italian, pork, mild, cooked, pan-fried",2.15,836.0,18.2,26.2
746781,"Sausage, pork, chorizo, link or ground, cooked, pan-fried",2.63,898.0,19.3,28.1
746782,"Milk, whole, 3.25% milkfat, with added vitamin D",4.63,155.5,3.27,3.2
746783,"Sausage, turkey, breakfast links, mild, raw",0.93,437.5,16.7,10.4
746784,"Sugars, granulated",99.6,997.5,0.0,0.32
746785,"Turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",0.0,571.0,27.1,11.6
746791,Ham,,,,2.7
746797,Ham,,,,4.0
746803,Ham,,,,5.0
746809,Ham,,,,3.4
746815,Ham,,,,3.5
746821,Ham,,,,3.6
746825,Ham,,,,4.53
746833,Ham,,,,4.14
746840,Ham,,,,3.84
746848,Ham,,,,3.01
746855,Ham,,,,3.51
746862,Ham,,,,2.91
746870,Ham,,,,3.56
746877,Ham,,,,3.41
746885,Ham,,,,4.19
746892,Ham,,,,3.14
746899,Ham,,,,2.76
746907,Ham,,,,4.02
746915,Ham,,,,4.24
746922,Ham,,,,3.54
746929,Ham,,,,3.21
746938,Ham,,,,4.48
746947,Ham,,,,3.96
746952,"Ham, sliced, restaurant",2.36,314.0,19.6,3.68
746958,American Cheese,,,,30.3
746964,American Cheese,,,,32.8
746971,American Cheese,,,,30.9
746977,American Cheese,,,,32.4
746983,American Cheese,,,,31.8
746990,American Cheese,,,,31.8
746995,"Cheese, American",,,,32.0
747000,"Cheese, American",,,,30.6
747005,"Cheese, American",,,,31.2
747010,"Cheese, American",,,,30.8
747016,American cheese,,,,31.8
747024,"Cheese, American",,,,32.0
747031,American cheese,,,,32.0
747037,American cheese,,,,31.1
747043,American cheese,,,,32.6
747050,American cheese,,,,31.9
747060,American Cheese,,,,31.2
747064,"Cheese, American",,,,31.4
747074,American Cheese,,,,31.6
747081,American Cheese,,,,31.5
747089,American Cheese,,,,31.2
747092,American cheese,,,,30.9
747101,American Cheese,,,,31.0
747108,American Cheese,,,,31.4
747114,American Cheese,,,,31.3
747120,American Cheese,,,,31.3
747127,American Cheese,,,,31.2
747131,Cheese,,,,31.7
747138,Cheese,,,,33.8
747144,Cheese,,,,30.7
747151,Cheese,,,,30.3
747157,Cheese,,,,30.1
747163,Cheese,,,,30.1
747169,Cheese,,,,29.4
747175,Cheese,,,,31.4
747181,Cheese,,,,31.1
747187,Cheese,,,,30.6
747194,American Cheese,,,,30.1
747200,American Cheese,,,,30.5
747206,American Cheese,,,,30.7
747211,Cheese,,,,29.8
747218,American Cheese,,,,31.0
747224,American Cheese,,,,30.9
747230,American Cheese,,,,30.9
747236,American Cheese,,,,30.3
747242,American Cheese,,,,31.0
747248,American Cheese,,,,29.7
747254,American Cheese,,,,31.0
747260,American Cheese,,,,31.5
747266,American Cheese,,,,31.3
747272,American cheese,,,,31.0
747279,American cheese,,,,29.5
747286,American cheese,,,,30.6
747293,American cheese,,,,31.0
747300,American cheese,,,,30.7
747309,American cheese,,,,30.6
747316,American cheese,,,,30.0
747323,American cheese,,,,30.5
747330,American cheese,,,,31.1
747337,American cheese,,,,29.1
747344,American cheese,,,,30.7
747351,American cheese,,,,30.9
747358,American cheese,,,,31.1
747365,American cheese,,,,29.3
747372,American cheese,,,,32.0
747379,American cheese,,,,32.2
747386,American cheese,,,,31.2
747393,American cheese,,,,31.2
747400,American cheese,,,,32.5
747407,American cheese,,,,32.1
747414,American cheese,,,,32.5
747421,American cheese,,,,31.5
747428,American cheese,,,,31.1
747429,"Cheese, American, restaurant",6.35,972.5,17.5,31.1
747430,"Beans, Dry, Medium Red (0% moisture)",,,25.5,1.04
747431,"Beans, Dry, Red (0% moisture)",,,21.3,1.16
747432,"Beans, Dry, Flor de Mayo (0% moisture)",,,23.3,0.86
747433,"Beans, Dry, Brown (0% moisture)",,,25.6,1.12
747434,"Beans, Dry, Tan (0% moisture)",,,26.8,1.14
747435,"Beans, Dry, Light Tan (0% moisture)",,,24.6,1.28
747436,"Beans, Dry, Carioca (0% moisture)",,,25.2,1.44
747437,"Beans, Dry, Cranberry (0% moisture)",,,24.4,1.23
747438,"Beans, Dry, Light Red Kidney (0% moisture)",,,25.0,1.03
747439,"Beans, Dry, Pink (0% moisture)",,,23.4,1.2
747440,"Beans, Dry, Dark Red Kidney (0% moisture)",,,25.9,1.31
747441,"Beans, Dry, Navy (0% moisture)",,,24.1,1.51
747442,"Beans, Dry, Small White (0% moisture)",,,24.5,1.32
747443,"Beans, Dry, Small Red (0% moisture)",,,23.5,1.28
747444,"Beans, Dry, Black (0% moisture)",,,24.4,1.45
747445,"Beans, Dry, Pinto (0% moisture)",,,23.7,1.24
747446,"Beans, Dry, Great Northern (0% moisture)",,,24.7,1.24
747447,"Broccoli, raw",6.27,81.5,2.57,0.34
747448,"Strawberries, raw",7.63,81.5,0.64,0.22
747452,Ketchup,,,,0.1
747457,Ketchup,,,,0.1
747463,Ketchup,,,,0.2
747467,Ketchup,,,,0.38
747473,Ketchup,,,,0.2
747477,Ketchup,,,,0.26
747483,Ketchup,,,,0.34
747488,Ketchup,,,,0.31
747494,Ketchup,,,,0.1
747499,Ketchup,,,,0.46
747503,Ketchup,,,,0.39
747508,Ketchup,,,,0.37
747514,Ketchup,,,,0.2
747519,Ketchup,,,,0.51
747524,Ketchup,,,,0.59
747529,Ketchup,,,,1.27
747533,Ketchup,,,,0.3
747538,Ketchup,,,,0.2
747543,Ketchup,,,,0.2
747548,Ketchup,,,,0.2
747553,Ketchup,,,,0.3
747558,Ketchup,,,,0.2
747565,Ketchup,,,,0.3
747570,Ketchup,,,,0.3
747575,Ketchup,,,,0.2
747580,Ketchup,,,,0.3
747585,Ketchup,,,,0.3
747590,Ketchup,,,,0.2
747595,Ketchup,,,,0.3
747600,Ketchup,,,,0.3
747605,Ketchup,,,,0.2
747610,Ketchup,,,,0.2
747615,Ketchup,,,,0.0
747620,Ketchup,,,,0.2
747626,Ketchup,,,,1.01
747632,Ketchup,,,,1.4
747638,Ketchup,,,,1.32
747644,Ketchup,,,,1.54
747650,Ketchup,,,,0.95
747656,Ketchup,,,,0.9
747662,Ketchup,,,,1.31
747668,Ketchup,,,,1.4
747674,Ketchup,,,,1.31
747680,Ketchup,,,,1.3
747686,Ketchup,,,,1.53
747692,Ketchup,,,,1.16
747693,"Ketchup, restaurant",26.8,302.5,1.11,0.55
747699,"Eggs, whites",,,,0.0
747706,"Eggs, whites",,,,0.0
747725,"Eggs, whole",,,,9.82
747742,"Eggs, yolk ",,,,27.7
747754,"Eggs, whites",,,,0.0
747762,"Eggs, whites",,,,0.0
747770,"Eggs, whites",,,,0.0
747777,"Eggs, whites",,,,0.0
747783,"Eggs, yolk ",,,,29.4
747796,"Eggs, whites",,,,0.0
747801,"Eggs, yolk ",,,,29.2
747813,"Eggs, whites",,,,0.0
747821,"Eggs, whites",,,,0.0
747829,"Eggs, whites",,,,0.0
747836,"Eggs, yolk ",,,,29.3
747847,"Eggs, whites",,,,0.0
747856,"Eggs, whites",,,,0.0
747864,"Eggs, whites",,,,0.0
747871,"Eggs, whites",,,,0.0
747879,"Eggs, whites",,,,0.0
747885,"Eggs, yolk",,,,27.6
747898,"Eggs, whites",,,,0.0
747904,"Eggs, whole",,,,11.7
747924,"Eggs, whites",,,,0.0
747932,"Eggs, whites",,,,0.0
